GENNME_manual	postpartum	parsed_dict	CUIs	ATCs	level1	level2	level3	count_all	count_pkpect	count_pect	count_pk	count_pe	count_ct	count_vc	count_fbnstp	count_biomarker
Folic Acid	31164	{'C0016410': {'4511'}, 'C0731042': {'225860'}, 'C3216390': {'1162059'}, 'C1703213': {'619044'}, 'C3216389': {'1162058'}, 'C1702661': {'619047'}, 'C1128066': {'331959'}, 'C2918565': {'995849'}, 'C1133386': {'336222'}, 'C3216387': {'1162056'}, 'C1703644': {'619037'}, 'C1703645': {'619039'}, 'C0986175': {'315966'}, 'C1131584': {'334757'}, 'C3701255': {'1485526'}, 'C1133289': {'336154'}, 'C2948048': {'1043296'}, 'C1369123': {'439638'}, 'C1165397': {'349772'}, 'C2962853': {'1087277'}, 'C0993356': {'317635'}, 'C4476398': {'1923406'}, 'C0986171': {'315962'}, 'C1131583': {'334756'}, 'C1133288': {'336153'}, 'C0986173': {'315964'}, 'C0178638': {'62356'}, 'C0699376': {'202634'}, 'C5446780': {'2586857'}, 'C0304894': {'1300473'}, 'C0591721': {'151973'}, 'C0591990': {'152237'}, 'C0720360': {'217051'}, 'C0732694': {'226933'}, 'C1602755': {'542060'}, 'C2916924': {'991201'}, 'C2926867': {'1088765'}, 'C0002583': {'1440264'}, 'C0010980': {'3108'}, 'C0025677': {'6851'}, 'C0034283': {'9010'}, 'C0041041': {'10829'}, 'C0054084': {'19727'}, 'C0085176': {'42333'}, 'C0210657': {'68446'}, 'C0677667': {'196239'}, 'C1703219': {'619058'}, 'C1703684': {'619120'}, 'C3221181': {'1166983'}, 'C3225952': {'1171885'}, 'C3225979': {'1171912'}, 'C3226997': {'1172952'}, 'C3228666': {'1174649'}, 'C3239011': {'1185236'}, 'C3240355': {'1186603'}, 'C1703066': {'619324'}, 'C1703474': {'619253'}, 'C1703476': {'619258'}, 'C1703499': {'619298'}, 'C1703923': {'619289'}, 'C2916926': {'991203'}, 'C2978375': {'1088767'}, 'C3221180': {'1166982'}, 'C3225951': {'1171884'}, 'C3225977': {'1171910'}, 'C3225978': {'1171911'}, 'C3226996': {'1172951'}, 'C3228665': {'1174648'}, 'C3239010': {'1185235'}, 'C3239922': {'1186160'}, 'C3240354': {'1186602'}, 'C1703040': {'619295'}, 'C1703900': {'756867'}, 'C1602756': {'542061'}, 'C1596587': {'564146'}, 'C1597304': {'564866'}, 'C1592811': {'575087'}, 'C1606582': {'572385'}}	{'C3225977', 'C1703476', 'C1703900', 'C1703474', 'C1703923', 'C1128066', 'C3240354', 'C1606582', 'C1133289', 'C1596587', 'C0732694', 'C0591721', 'C1703644', 'C0010980', 'C3221181', 'C3228665', 'C0041041', 'C1703645', 'C4476398', 'C1592811', 'C0304894', 'C2916924', 'C0085176', 'C0731042', 'C3226996', 'C2962853', 'C3216387', 'C0986173', 'C3239011', 'C1703213', 'C3239010', 'C0002583', 'C1702661', 'C1703040', 'C5446780', 'C0677667', 'C2926867', 'C3225952', 'C0016410', 'C3239922', 'C0720360', 'C3225951', 'C3228666', 'C3221180', 'C2948048', 'C1165397', 'C3216389', 'C2916926', 'C1369123', 'C3216390', 'C0054084', 'C1703066', 'C1602756', 'C2978375', 'C1703499', 'C0986175', 'C0591990', 'C0210657', 'C3226997', 'C3225979', 'C1131583', 'C0178638', 'C1703219', 'C1602755', 'C3701255', 'C1133288', 'C1597304', 'C3225978', 'C0986171', 'C1703684', 'C1133386', 'C1131584', 'C0025677', 'C0699376', 'C0993356', 'C2918565', 'C3240355', 'C0034283'}	['B03AD', 'B03BB', 'V04CX', 'B03AE', 'B03BA', 'A11JB', 'A11EX', 'A11HA', 'A11AA', 'A11AB', 'D10AX', 'J04BA', 'P01BD', 'J01EE', 'J01EA', 'S01AA', 'L01BA', 'L04AX']	['B', 'A', 'V', 'S', 'L', 'D', 'J', 'P']	['A11', 'J01', 'B03', 'D10', 'S01', 'P01', 'J04', 'L01', 'V04', 'L04']	['A11A', 'L04A', 'B03B', 'D10A', 'P01B', 'B03A', 'A11J', 'S01A', 'A11H', 'J01E', 'V04C', 'J04B', 'L01B', 'A11E']	982	611	556	134	433	222	6	617	352
Follicle Stimulating Hormone	290	{'C0733758': {'227518'}, 'C3860151': {'1594665'}, 'C4238662': {'1792035'}, 'C3163495': {'1116468'}, 'C1154273': {'346240'}, 'C3163488': {'1116457'}, 'C0023610': {'6384'}, 'C0383405': {'117040'}, 'C0524639': {'134404'}, 'C1720853': {'132881'}, 'C0060787': {'25357'}, 'C1268876': {'386938'}, 'C0656730': {'187220'}, 'C0306166': {'92679'}, 'C0308762': {'95213'}, 'C0701918': {'204193'}, 'C0701919': {'204194'}, 'C0064909': {'1546435'}, 'C0073629': {'35825'}, 'C0121902': {'50975'}, 'C0209366': {'68147'}, 'C5392364': {'2641623'}, 'C0017687': {'4832'}, 'C0687687': {'197282'}, 'C0721467': {'218119'}, 'C1588438': {'543159'}, 'C2746305': {'1298838'}, 'C3643633': {'1422175'}, 'C3645097': {'1426574'}}	{'C0064909', 'C1154273', 'C1588438', 'C0687687', 'C4238662', 'C1268876', 'C0209366', 'C0023610', 'C0524639', 'C0721467', 'C3163495', 'C1720853', 'C0701918', 'C0017687', 'C0060787', 'C3643633', 'C3163488', 'C0121902', 'C0308762', 'C0656730', 'C0701919', 'C2746305', 'C3860151', 'C0073629', 'C5392364', 'C3645097', 'C0733758', 'C0306166', 'C0383405'}	['G03GA', 'H04AA']	['G', 'H']	['G03', 'H04']	['H04A', 'G03G']	580	312	255	142	239	77	21	203	368
Fondaparinux	28	{'C1098510': {'321208'}, 'C1099664': {'322154'}, 'C3219886': {'1165637'}, 'C1962210': {'727559'}, 'C1962211': {'727561'}, 'C1099665': {'322155'}, 'C3224879': {'1170763'}}	{'C3224879', 'C1098510', 'C3219886', 'C1099664', 'C1962211', 'C1099665', 'C1962210'}	['B01AX']	['B']	['B01']	['B01A']	8	8	8	0	8	2	0	0	0
Formoterol	1625	{'C0060657': {'25255'}, 'C0771469': {'236216'}, 'C1579393': {'998038'}, 'C0969589': {'304962'}, 'C3219896': {'1165648'}, 'C4745789': {'2108395'}, 'C4745793': {'2108402'}, 'C4745790': {'2108397'}, 'C0592533': {'152611'}, 'C1951617': {'723732'}, 'C1814684': {'668284'}, 'C1815278': {'669390'}, 'C3226669': {'1172619'}, 'C3239585': {'1185816'}, 'C4745794': {'2108405'}}	{'C4745790', 'C1579393', 'C3219896', 'C0592533', 'C4745793', 'C3239585', 'C1951617', 'C1815278', 'C4745789', 'C0771469', 'C0060657', 'C0969589', 'C1814684', 'C3226669', 'C4745794'}	['R03AK', 'R03AC', 'R03CC', 'R03AL']	['R']	['R03']	['R03A', 'R03C']	1	1	1	0	1	1	0	0	0
Fosamprenavir	1	{'C1176315': {'358262'}, 'C1321660': {'402365'}, 'C3219912': {'1165666'}, 'C3219911': {'1165665'}, 'C1672499': {'597266'}, 'C1321661': {'402366'}, 'C1321659': {'402364'}, 'C1593812': {'576110'}, 'C1321662': {'402367'}, 'C1949444': {'723826'}, 'C3219908': {'1165662'}, 'C1673283': {'597265'}, 'C1949443': {'723825'}, 'C1320129': {'402108'}, 'C3239920': {'1186158'}, 'C3239919': {'1186157'}, 'C3239918': {'1186156'}}	{'C1321662', 'C1321661', 'C1321660', 'C1176315', 'C1673283', 'C1320129', 'C1672499', 'C3239920', 'C1593812', 'C1321659', 'C3239919', 'C3239918', 'C1949444', 'C3219908', 'C1949443', 'C3219912', 'C3219911'}	['J05AE']	['J']	['J05']	['J05A']	2	2	2	2	2	0	0	0	0
Foscarnet	0	{'C0070895': {'33562'}, 'C0146934': {'57529'}, 'C4080407': {'1734376'}, 'C3216404': {'1162073'}, 'C4080408': {'1734378'}, 'C0730991': {'225811'}, 'C3227332': {'1173291'}}	{'C3216404', 'C4080408', 'C0730991', 'C3227332', 'C0070895', 'C0146934', 'C4080407'}	['J05AD']	['J']	['J05']	['J05A']	1	1	1	0	1	0	0	0	0
Fosfomycin	70	{'C0016610': {'4550'}, 'C0543454': {'142135'}, 'C3216994': {'1162672'}, 'C3216405': {'1162074'}, 'C4307170': {'1870348'}, 'C5965857': {'2697783'}, 'C5965858': {'2697784'}, 'C0939386': {'284785'}, 'C1263198': {'385808'}, 'C1246318': {'372270'}, 'C1246319': {'372271'}, 'C3236623': {'1182788'}, 'C3236625': {'1182790'}, 'C1246320': {'372272'}, 'C4306896': {'1870352'}, 'C5965859': {'2697786'}, 'C5965860': {'2697787'}}	{'C3216405', 'C1246319', 'C3236625', 'C5965858', 'C5965857', 'C0016610', 'C0543454', 'C0939386', 'C5965859', 'C4306896', 'C1246320', 'C3216994', 'C1246318', 'C3236623', 'C4307170', 'C5965860', 'C1263198'}	['J01XX', 'S02AA']	['S', 'J']	['J01', 'S02']	['J01X', 'S02A']	25	16	14	3	8	12	1	6	3
Fosinopril	3	{'C0118168': {'50166'}, 'C0733440': {'227278'}, 'C3216999': {'1162677'}, 'C3216998': {'1162676'}, 'C1246322': {'372274'}, 'C0075061': {'1546393'}, 'C0728957': {'225030'}, 'C3236068': {'1182233'}, 'C3236067': {'1182232'}, 'C1241666': {'367691'}}	{'C1241666', 'C0118168', 'C0733440', 'C3216998', 'C3236068', 'C3216999', 'C3236067', 'C0075061', 'C1246322', 'C0728957'}	['C09AA', 'C09BA']	['C']	['C09']	['C09A', 'C09B']	0	0	0	0	0	0	0	0	0
Fosphenytoin	0	{'C0244656': {'72236'}, 'C0284906': {'82806'}, 'C4056807': {'1670194'}, 'C3219921': {'1165675'}, 'C4056654': {'1670196'}, 'C0525944': {'134860'}, 'C5424082': {'2476636'}, 'C5440737': {'2476638'}, 'C3221029': {'1166828'}, 'C5440760': {'2476639'}}	{'C5424082', 'C4056654', 'C5440760', 'C0284906', 'C0244656', 'C3219921', 'C0525944', 'C4056807', 'C3221029', 'C5440737'}	['N03AB']	['N']	['N03']	['N03A']	0	0	0	0	0	0	0	0	0
Fostamatinib	1	{'C2713632': {'2044896'}, 'C2608107': {'2055929'}, 'C4691901': {'2044920'}, 'C4691900': {'2044919'}, 'C4691899': {'2044918'}, 'C4691910': {'2044929'}, 'C4691902': {'2044921'}, 'C4691912': {'2044931'}, 'C4691905': {'2044924'}, 'C4691906': {'2044925'}, 'C4691904': {'2044923'}, 'C4691908': {'2044927'}, 'C4691907': {'2044926'}}	{'C4691905', 'C4691904', 'C4691910', 'C2713632', 'C4691900', 'C4691908', 'C4691906', 'C4691907', 'C4691901', 'C2608107', 'C4691899', 'C4691902', 'C4691912'}	['B02BX']	['B']	['B02']	['B02B']	0	0	0	0	0	0	0	0	0
Fremanezumab	39	{'C4549503': {'2056691'}, 'C4723538': {'2056690'}, 'C4723540': {'2056693'}, 'C5243462': {'2287902'}, 'C4723541': {'2056694'}, 'C5243304': {'2287904'}, 'C4723545': {'2056698'}, 'C4723543': {'2056696'}, 'C4723546': {'2056699'}}	{'C4549503', 'C4723538', 'C4723541', 'C4723545', 'C5243462', 'C4723546', 'C4723543', 'C5243304', 'C4723540'}	['N02CD']	['N']	['N02']	['N02C']	2	2	2	0	2	0	0	0	0
Frovatriptan	50	{'C0754647': {'228783'}, 'C1099777': {'322249'}, 'C3211098': {'1156666'}, 'C1445590': {'1156665'}, 'C1253046': {'378697'}, 'C1168583': {'351048'}, 'C1243452': {'369444'}, 'C1593514': {'575807'}, 'C1099778': {'322250'}, 'C3227982': {'1173956'}, 'C3227981': {'1173955'}}	{'C1168583', 'C1593514', 'C0754647', 'C3211098', 'C3227981', 'C3227982', 'C1253046', 'C1445590', 'C1243452', 'C1099777', 'C1099778'}	['N02CC']	['N']	['N02']	['N02C']	0	0	0	0	0	0	0	0	0
Fulvestrant	0	{'C0935916': {'282357'}, 'C3211103': {'1156671'}, 'C1962312': {'727760'}, 'C1962381': {'727953'}, 'C1167551': {'350934'}, 'C1593628': {'575925'}, 'C0701491': {'203870'}, 'C3228708': {'1174691'}}	{'C3228708', 'C0935916', 'C3211103', 'C0701491', 'C1593628', 'C1167551', 'C1962381', 'C1962312'}	['L02BA']	['L']	['L02']	['L02B']	2	0	0	0	0	0	0	2	0
Furosemide	5734	{'C0016860': {'4603'}, 'C1246331': {'372281'}, 'C5710498': {'2621021'}, 'C3217037': {'1162715'}, 'C4048178': {'1719285'}, 'C3217034': {'1162712'}, 'C3217036': {'1162714'}, 'C0309152': {'95600'}, 'C1246330': {'372280'}, 'C5710470': {'2621027'}, 'C1131671': {'334835'}, 'C1962216': {'727573'}, 'C1128078': {'331965'}, 'C0986198': {'315970'}, 'C0986199': {'315971'}, 'C0992359': {'317377'}, 'C1703557': {'630031'}, 'C1242473': {'368487'}, 'C3848822': {'1546051'}, 'C1597894': {'565458'}, 'C3159920': {'1112200'}, 'C1178728': {'360516'}, 'C3217035': {'1162713'}, 'C1235654': {'361776'}, 'C1597886': {'565450'}, 'C1599049': {'566621'}, 'C0992358': {'317376'}, 'C3848759': {'1546055'}, 'C1133997': {'336694'}, 'C0986200': {'315972'}, 'C3848760': {'1546050'}, 'C5710462': {'2621025'}, 'C1589698': {'545040'}, 'C3159919': {'1112199'}, 'C1703987': {'630034'}, 'C1724443': {'645035'}, 'C1703986': {'630033'}, 'C0699992': {'202991'}, 'C0591414': {'151670'}, 'C0591542': {'151797'}, 'C0591546': {'151801'}, 'C0592082': {'152329'}, 'C0721401': {'218055'}, 'C0732833': {'226985'}, 'C1235655': {'361777'}, 'C1235656': {'361778'}, 'C1235657': {'361779'}, 'C1235658': {'361780'}, 'C1588144': {'542670'}, 'C1588147': {'542675'}, 'C1589696': {'545038'}, 'C3159918': {'1112198'}, 'C3709891': {'1488532'}, 'C5710444': {'2621024'}, 'C1241589': {'367617'}, 'C1242471': {'368485'}, 'C1242472': {'368486'}, 'C1242475': {'368489'}, 'C1243396': {'369389'}, 'C1243524': {'369513'}, 'C1243589': {'369577'}, 'C1243594': {'369582'}, 'C1243595': {'369583'}, 'C1588146': {'542672'}, 'C1588149': {'542677'}, 'C1246328': {'372278'}, 'C1246329': {'372279'}, 'C3220617': {'1166396'}, 'C3224773': {'1170657'}, 'C3225765': {'1171697'}, 'C3227190': {'1173145'}, 'C3227980': {'1173954'}, 'C3227984': {'1173958'}, 'C3227988': {'1173962'}, 'C3227990': {'1173964'}, 'C3228029': {'1174003'}, 'C3229627': {'1175648'}, 'C3233026': {'1179142'}, 'C3236945': {'1183114'}, 'C3239150': {'1185375'}, 'C3848856': {'1546053'}, 'C3226541': {'1172485'}, 'C3229624': {'1175645'}, 'C3239148': {'1185373'}, 'C5710474': {'2621026'}, 'C3220616': {'1166395'}, 'C3224772': {'1170656'}, 'C3225764': {'1171696'}, 'C3227189': {'1173144'}, 'C3227979': {'1173953'}, 'C3227983': {'1173957'}, 'C3227987': {'1173961'}, 'C3227989': {'1173963'}, 'C3227992': {'1173966'}, 'C3228028': {'1174002'}, 'C3229626': {'1175647'}, 'C3233025': {'1179141'}, 'C3236944': {'1183113'}, 'C3239149': {'1185374'}, 'C3709895': {'1488536'}, 'C3848857': {'1546052'}, 'C0947644': {'287524'}, 'C0306595': {'93101'}, 'C1238304': {'364356'}, 'C3709893': {'1488534'}, 'C1595995': {'563551'}, 'C1597895': {'565459'}, 'C1597896': {'565460'}, 'C1588145': {'542671'}, 'C1595993': {'563549'}, 'C1597885': {'565449'}, 'C1588148': {'542676'}, 'C1595994': {'563550'}, 'C1597887': {'565451'}, 'C1597888': {'565452'}, 'C1597889': {'565453'}, 'C1597890': {'565454'}, 'C1597891': {'565455'}, 'C1597892': {'565456'}, 'C1597893': {'565457'}, 'C1599045': {'566617'}, 'C1591779': {'574050'}, 'C3227991': {'1173965'}, 'C3229625': {'1175646'}, 'C3709894': {'1488535'}, 'C1589697': {'545039'}, 'C1597122': {'564684'}, 'C1595387': {'562940'}, 'C3709892': {'1488533'}, 'C1595996': {'563552'}}	{'C3239150', 'C1588147', 'C1703987', 'C1238304', 'C0699992', 'C1235658', 'C3227987', 'C1724443', 'C1588148', 'C3709892', 'C0992359', 'C0986200', 'C3236945', 'C0721401', 'C3227990', 'C1246330', 'C3217036', 'C1591779', 'C1243589', 'C1597894', 'C3217035', 'C3227190', 'C1246328', 'C3848857', 'C3227979', 'C3159919', 'C0306595', 'C1178728', 'C0986198', 'C5710498', 'C1595996', 'C1235654', 'C1588146', 'C3227989', 'C1243595', 'C3228028', 'C3848822', 'C3848760', 'C1128078', 'C1588144', 'C3229625', 'C1133997', 'C1243594', 'C3227988', 'C1597887', 'C3709894', 'C1242475', 'C3236944', 'C0986199', 'C3225764', 'C3228029', 'C1703986', 'C3159918', 'C3229624', 'C1589696', 'C1597890', 'C1597895', 'C1595995', 'C3229626', 'C1589697', 'C3709891', 'C1131671', 'C1597885', 'C0309152', 'C1246329', 'C5710470', 'C1235657', 'C0947644', 'C3227991', 'C3227983', 'C3227984', 'C1242472', 'C1243396', 'C3227992', 'C1588149', 'C1597886', 'C0016860', 'C3224773', 'C4048178', 'C1246331', 'C0732833', 'C1597891', 'C3233025', 'C3227980', 'C3217037', 'C3233026', 'C1595994', 'C3159920', 'C3217034', 'C1242473', 'C0591546', 'C0992358', 'C0591414', 'C5710474', 'C3226541', 'C3709895', 'C5710444', 'C3220617', 'C1595387', 'C3227189', 'C1962216', 'C3848759', 'C1597888', 'C1597892', 'C3239149', 'C0591542', 'C3229627', 'C0592082', 'C1242471', 'C1589698', 'C1597889', 'C1599045', 'C3225765', 'C1597893', 'C3239148', 'C1703557', 'C3709893', 'C1595993', 'C3220616', 'C3848856', 'C1235655', 'C1597122', 'C3224772', 'C1243524', 'C1235656', 'C1588145', 'C1597896', 'C1241589', 'C5710462', 'C1599049'}	['C03CB', 'C03CA', 'C03EB']	['C']	['C03']	['C03E', 'C03C']	94	83	82	29	76	30	0	18	17
Gaba	0	{'C0016904': {'4617'}, 'C0004609': {'1292'}, 'C0048044': {'14851'}, 'C0657912': {'187832'}, 'C0072076': {'34568'}, 'C0009079': {'2626'}, 'C0030903': {'8015'}, 'C0031890': {'2539172'}, 'C0062961': {'1374845'}, 'C0002333': {'596'}, 'C0002640': {'719'}, 'C0004743': {'1325'}, 'C0006213': {'1749'}, 'C0008188': {'2356'}, 'C0008221': {'2372'}, 'C0009011': {'2598'}, 'C0009033': {'2607'}, 'C0011279': {'3155'}, 'C0012010': {'3322'}, 'C0014892': {'4077'}, 'C0016293': {'4457'}, 'C0016296': {'4460'}, 'C0016375': {'4501'}, 'C0019469': {'5302'}, 'C0024002': {'6470'}, 'C0025051': {'6680'}, 'C0025382': {'6758'}, 'C0026056': {'6960'}, 'C0028126': {'7440'}, 'C0029997': {'7781'}, 'C0030883': {'8004'}, 'C0031412': {'8134'}, 'C0032910': {'8627'}, 'C0033148': {'8691'}, 'C0036516': {'9624'}, 'C0039468': {'10355'}, 'C0039855': {'10464'}, 'C0039925': {'10493'}, 'C0040879': {'10767'}, 'C0043513': {'1535252'}, 'C0251504': {'74667'}, 'C0537150': {'2604689'}, 'C4548848': {'2121777'}, 'C0600350': {'155077'}, 'C0702214': {'204360'}, 'C0936073': {'282416'}, 'C0042291': {'11118'}, 'C0068897': {'31914'}, 'C0591138': {'151398'}, 'C0699999': {'202996'}, 'C0591140': {'151400'}, 'C1812819': {'664141'}, 'C2954264': {'1047432'}, 'C5209977': {'2201573'}, 'C5560961': {'2586590'}, 'C5573977': {'2593377'}, 'C0055891': {'21241'}, 'C0078839': {'39993'}, 'C0592085': {'152332'}, 'C4695083': {'2047863'}, 'C5873670': {'2668477'}, 'C5920048': {'2685218'}, 'C1570232': {'593441'}, 'C5874372': {'2671055'}, 'C0011185': {'3143'}}	{'C0702214', 'C0016296', 'C0062961', 'C2954264', 'C0030883', 'C0251504', 'C0014892', 'C0043513', 'C0039925', 'C0011279', 'C0042291', 'C1570232', 'C0537150', 'C0039468', 'C0039855', 'C0036516', 'C0016375', 'C0002333', 'C0033148', 'C4548848', 'C0009033', 'C0008221', 'C0025382', 'C0024002', 'C0048044', 'C0030903', 'C0016293', 'C0078839', 'C4695083', 'C0019469', 'C0028126', 'C0591138', 'C0009079', 'C0072076', 'C0012010', 'C0025051', 'C1812819', 'C0592085', 'C5920048', 'C0031890', 'C0699999', 'C0004743', 'C0600350', 'C0029997', 'C0032910', 'C0040879', 'C0006213', 'C0011185', 'C0008188', 'C0591140', 'C5573977', 'C0002640', 'C0009011', 'C0031412', 'C0004609', 'C0936073', 'C0016904', 'C5560961', 'C5873670', 'C5874372', 'C0068897', 'C5209977', 'C0055891', 'C0657912', 'C0026056'}	['N03AE', 'N05BA', 'N03AA', 'A03CB', 'N02CA', 'M03BX', 'N05BA', 'N05BA', 'N05BA', 'N03AG', 'N05BA', 'N03AA', 'N02BF', 'N05BA', 'N05CD', 'N03AG', 'N05AH', 'N05CD', 'N05CF', 'V03AB', 'N06AX', 'N03AX', 'N05CD', 'N05CD', 'N05CF']	['V', 'A', 'N', 'M']	['M03', 'N05', 'V03', 'N02', 'N06', 'N03', 'A03']	['N05B', 'A03C', 'N05C', 'V03A', 'M03B', 'N02C', 'N06A', 'N02B', 'N03A', 'N05A']	627	457	373	195	343	106	5	183	181
Gabapentin	3718	{'C0060926': {'25480'}, 'C2700226': {'1101333'}, 'C3211114': {'1156682'}, 'C1252340': {'378099'}, 'C1252341': {'378100'}, 'C3211113': {'1156681'}, 'C1153761': {'345818'}, 'C5790079': {'2634746'}, 'C5790083': {'2634750'}, 'C1154157': {'346146'}, 'C1252342': {'378101'}, 'C5790075': {'2634742'}, 'C1154156': {'346145'}, 'C1153760': {'345817'}, 'C1153762': {'345819'}, 'C1592234': {'574507'}, 'C1628272': {'602406'}, 'C2978027': {'1087983'}, 'C5790081': {'2634748'}, 'C5790077': {'2634744'}, 'C2978021': {'1087977'}, 'C5790085': {'2634752'}, 'C1596320': {'563879'}, 'C1629816': {'602398'}, 'C1240739': {'366770'}, 'C1242209': {'368227'}, 'C3211112': {'1156680'}, 'C1629815': {'602397'}, 'C1238852': {'364901'}, 'C1596318': {'563877'}, 'C1596319': {'563878'}, 'C3162841': {'1115011'}, 'C1161309': {'346365'}, 'C1592235': {'574508'}, 'C2978018': {'1087974'}, 'C1593439': {'575724'}, 'C0678176': {'196498'}, 'C1627909': {'602396'}, 'C2978020': {'1087976'}, 'C3152640': {'1095698'}, 'C3225367': {'1171285'}, 'C3226704': {'1172654'}, 'C3229371': {'1175364'}, 'C3236121': {'1182286'}, 'C2920249': {'997845'}, 'C3225366': {'1171284'}, 'C3226703': {'1172653'}, 'C3229370': {'1175363'}, 'C3236120': {'1182285'}, 'C1629818': {'602404'}, 'C3236119': {'1182284'}, 'C3152641': {'1095700'}}	{'C1153761', 'C1629816', 'C1240739', 'C5790085', 'C3211113', 'C5790077', 'C1596318', 'C3226704', 'C1252340', 'C3236120', 'C1627909', 'C1238852', 'C3211114', 'C3225367', 'C1593439', 'C2978021', 'C3229371', 'C3229370', 'C2700226', 'C1628272', 'C1154157', 'C1242209', 'C1629815', 'C3152640', 'C5790083', 'C2978018', 'C3226703', 'C3236121', 'C1629818', 'C3162841', 'C5790079', 'C1596320', 'C2978027', 'C2978020', 'C3236119', 'C1161309', 'C5790075', 'C0060926', 'C1592235', 'C1154156', 'C3152641', 'C1592234', 'C1252342', 'C1153762', 'C1252341', 'C2920249', 'C1596319', 'C3211112', 'C0678176', 'C3225366', 'C5790081', 'C1153760'}	['N02BF', 'N02BF']	['N']	['N02']	['N02B']	25	25	22	6	18	8	0	0	0
Galantamine	0	{'C0016967': {'4637'}, 'C0949312': {'860693'}, 'C3217667': {'1163355'}, 'C1260666': {'384641'}, 'C3217666': {'1163354'}, 'C1260667': {'384642'}, 'C1125981': {'330343'}, 'C1125982': {'330344'}, 'C1125983': {'330345'}, 'C1628547': {'602732'}, 'C1620430': {'583133'}, 'C1629473': {'602733'}, 'C3217665': {'1163353'}, 'C1613541': {'583097'}, 'C5707953': {'2690627'}, 'C1620427': {'583101'}, 'C0939465': {'583099'}, 'C3232214': {'1178300'}, 'C3232213': {'1178299'}, 'C1638352': {'607623'}, 'C1630674': {'602735'}, 'C3232212': {'1178298'}, 'C5941052': {'2690626'}, 'C5941834': {'2690633'}}	{'C5941834', 'C3232213', 'C3232214', 'C3217665', 'C1620430', 'C1620427', 'C1628547', 'C1638352', 'C1125982', 'C3217667', 'C1125981', 'C0939465', 'C0949312', 'C1613541', 'C1260667', 'C5941052', 'C1630674', 'C3232212', 'C1260666', 'C1125983', 'C1629473', 'C0016967', 'C5707953', 'C3217666'}	['N06DA']	['N']	['N06']	['N06D']	0	0	0	0	0	0	0	0	0
Galcanezumab	77	{'C4694273': {'2058846'}, 'C4731561': {'2058868'}, 'C4731563': {'2058870'}, 'C4731572': {'2058884'}, 'C4731564': {'2058871'}, 'C4731568': {'2058875'}, 'C4731574': {'2058886'}, 'C4731566': {'2058873'}, 'C4731569': {'2058876'}}	{'C4731563', 'C4731569', 'C4731566', 'C4731564', 'C4731572', 'C4731561', 'C4731574', 'C4694273', 'C4731568'}	['N02CD']	['N']	['N02']	['N02C']	2	2	2	0	2	0	0	0	0
Galsulfase	0	{'C1615657': {'578033'}, 'C4083342': {'1739551'}, 'C3211117': {'1156685'}, 'C4083343': {'1739553'}, 'C1618251': {'578035'}, 'C1614148': {'584220'}, 'C1614702': {'584219'}, 'C3231456': {'1177535'}}	{'C4083343', 'C1614702', 'C3211117', 'C1614148', 'C4083342', 'C1618251', 'C1615657', 'C3231456'}	['A16AB']	['A']	['A16']	['A16A']	1	1	1	0	1	0	0	0	0
