Level code,Preferred Label,ATC LEVEL
N06AA18,dimetacrine,5
N06AA19,amineptine,5
N06AA21,maprotiline,5
N06AA23,quinupramine,5
N06AB,Selective serotonin reuptake inhibitors,4
N06AB02,zimeldine,5
N06AB03,fluoxetine,5
N06AB04,citalopram,5
N06AB05,paroxetine,5
N06AB06,sertraline,5
N06AB07,alaproclate,5
N06AB08,fluvoxamine,5
N06AB09,etoperidone,5
N06AB10,escitalopram,5
N06AF,"Monoamine oxidase inhibitors, non-selective",4
N06AF01,isocarboxazid,5
N06AF02,nialamide,5
N06AF03,phenelzine,5
N06AF04,tranylcypromine,5
N06AF05,iproniazide,5
N06AF06,iproclozide,5
N06AG,"MAO A Inhibitors, antidepressant drugs",4
N06AG02,moclobemide,5
N06AG03,toloxatone,5
N06AX,Other antidepressants in ATC,4
N06AX01,oxitriptan,5
N06AX02,tryptophan,5
N06AX03,mianserin,5
N06AX04,nomifensine,5
N06AX05,trazodone,5
N06AX06,nefazodone,5
N06AX07,minaprine,5
N06AX08,bifemelane,5
N06AX09,viloxazine,5
N06AX10,oxaflozane,5
N06AX11,mirtazapine,5
N06AX12,bupropion,5
N06AX13,medifoxamine,5
N06AX14,tianeptine,5
N06AX15,pivagabine,5
N06AX16,venlafaxine,5
N06AX17,milnacipran,5
N06AX18,reboxetine,5
N06AX19,gepirone,5
N06AX21,duloxetine,5
N06AX22,agomelatine,5
N06AX23,desvenlafaxine,5
N06AX24,vilazodone,5
N06AX25,Hyperici herba,5
N06AX26,vortioxetine,5
N06AX27,esketamine,5
N06AX28,levomilnacipran,5
N06AX29,brexanolone,5
N06AX62,bupropion and dextromethorphan,5
N06B,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",3
N06BA,Centrally acting sympathomimetics,4
N06BA01,amfetamine,5
N06BA02,dexamfetamine,5
N06BA03,metamfetamine,5
N06BA04,methylphenidate,5
N06BA05,pemoline,5
N06BA06,fencamfamin,5
N06BA07,modafinil,5
N06BA08,fenozolone,5
N06BA09,atomoxetine,5
N06BA10,fenetylline,5
N06BA11,dexmethylphenidate,5
N06BA12,lisdexamfetamine,5
N06BA13,armodafinil,5
N06BA14,solriamfetol,5
N06BA15,dexmethylphenidate and serdexmethylphenidate,5
N06BC,"Xanthine derivatives, psychostimulants, agents used for ADHD and nootropics",4
N06BC01,caffeine,5
N06BC02,propentofylline,5
N06BX,Other psychostimulants and nootropics in ATC,4
N06BX01,meclofenoxate,5
N06BX02,pyritinol,5
N06BX03,piracetam,5
N06BX04,deanol,5
N06BX05,fipexide,5
N06BX06,citicoline,5
N06BX07,oxiracetam,5
N06BX08,pirisudanol,5
N06BX09,linopirdine,5
N06BX10,nizofenone,5
N06BX11,aniracetam,5
N06BX12,acetylcarnitine,5
N06BX13,idebenone,5
N06BX14,prolintane,5
N06BX15,pipradrol,5
N06BX16,pramiracetam,5
N06BX17,adrafinil,5
N06BX18,vinpocetine,5
N06BX21,temgicoluril,5
N06BX22,phenibut,5
N06C,PSYCHOLEPTICS AND PSYCHOANALEPTICS IN COMBINATION,3
N06CA,Antidepressants in combination with psycholeptics,4
N06CA01,amitriptyline and psycholeptics,5
N06CA02,melitracen and psycholeptics,5
N06CA03,fluoxetine and psycholeptics,5
N06CB,Psychostimulants in combination with psycholeptics,4
N06D,ANTI-DEMENTIA DRUGS,3
N06DA,Anticholinesterase anti-dementia drugs,4
N06DA01,tacrine,5
N06DA02,donepezil,5
N06DA03,rivastigmine,5
N06DA04,galantamine,5
N06DA05,ipidacrine,5
N06DA52,donepezil and memantine,5
N06DA53,"donepezil, memantine and Ginkgo folium",5
N06DX,Other anti-dementia drugs in ATC,4
N06DX01,memantine,5
N06DX02,Ginkgo folium,5
N06DX03,aducanumab,5
N06DX04,lecanemab,5
N06DX05,donanemab,5
N06DX30,Other anti-dementia drug combinations in ATC,5
N07,OTHER NERVOUS SYSTEM DRUGS in ATC,2
N07A,PARASYMPATHOMIMETICS,3
N07AA,Anticholinesterase parasympathomimetics,4
N07AA01,neostigmine,5
N07AA02,pyridostigmine,5
N07AA03,distigmine,5
N07AA30,ambenonium,5
N07AA51,"neostigmine, combinations",5
N07AB,"Choline esters, parasympathomimetics",4
N07AB01,carbachol,5
N07AB02,bethanechol,5
N07AX,Other parasympathomimetics in ATC,4
N07AX01,pilocarpine,5
N07AX02,choline alfoscerate,5
N07AX03,cevimeline,5
N07B,DRUGS USED IN ADDICTIVE DISORDERS,3
N07BA,Drugs used in nicotine dependence,4
N07BA01,nicotine,5
N07BA03,varenicline,5
N07BA04,cytisinicline,5
N07BB,Drugs used in alcohol dependence,4
N07BB01,disulfiram,5
N07BB02,calcium carbimide,5
N07BB03,acamprosate,5
N07BB04,naltrexone,5
N07BB05,nalmefene,5
N07BC,Drugs used in opioid dependence,4
N07BC01,buprenorphine,5
N07BC02,methadone,5
N07BC03,levacetylmethadol,5
N07BC04,lofexidine,5
N07BC05,levomethadone,5
N07BC06,diamorphine,5
N07BC51,"buprenorphine, combinations",5
N07C,ANTIVERTIGO PREPARATIONS,3
N07CA,Antivertigo preparations,4
N07CA01,betahistine,5
N07CA02,cinnarizine,5
N07CA03,flunarizine,5
N07CA04,acetylleucine,5
N07CA52,"cinnarizine, combinations",5
N07X,OTHER NERVOUS SYSTEM DRUGS in ATC,3
N07XA,Gangliosides and ganglioside derivatives,4
N07XX,Other nervous system drugs in ATC,4
N07XX01,tirilazad,5
N07XX02,riluzole,5
N07XX03,xaliproden,5
N07XX04,sodium oxybate,5
N07XX05,amifampridine,5
N07XX06,tetrabenazine,5
N07XX07,fampridine,5
N07XX08,tafamidis,5
N07XX10,laquinimod,5
N07XX11,pitolisant,5
N07XX12,patisiran,5
N07XX13,valbenazine,5
N07XX14,edaravone,5
N07XX15,inotersen,5
N07XX16,deutetrabenazine,5
N07XX17,arimoclomol,5
N07XX18,vutrisiran,5
N07XX19,sodium phenylbutyrate and ursodoxicoltaurine,5
N07XX21,eplontersen,5
N07XX22,tofersen,5
N07XX23,troriluzole,5
N07XX59,"dextromethorphan, combinations",5
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",1
P01,ANTIPROTOZOALS,2
P01A,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,3
P01AA,Hydroxyquinoline derivatives for amoebiasis and other protozoal diseases,4
P01AA01,broxyquinoline,5
P01AA02,clioquinol,5
P01AA04,chlorquinaldol,5
P01AA05,tilbroquinol,5
P01AA30,tilbroquinol and tiliquinol,5
P01AA52,"clioquinol, combinations",5
P01AB,"Nitroimidazole derivatives, antiprotozoal agents against amoebiasis and other protozoal diseases",4
P01AB01,metronidazole,5
P01AB02,tinidazole,5
P01AB03,ornidazole,5
P01AB04,azanidazole,5
P01AB05,propenidazole,5
P01AB06,nimorazole,5
P01AB07,secnidazole,5
P01AB51,metronidazole and furazolidone,5
P01AB52,metronidazole and diloxanide,5
P01AC,Dichloroacetamide derivative drugs for amoebiasis and other protozoal diseases,4
P01AC01,diloxanide,5
P01AC02,clefamide,5
P01AC03,etofamide,5
P01AC04,teclozan,5
P01AR,"Arsenic compounds, for amoebiasis and other protozoal diseases",4
P01AR01,arsthinol,5
P01AR02,difetarsone,5
P01AR03,glycobiarsol,5
P01AR53,"glycobiarsol, combinations",5
P01AX,Other agents against amoebiasis and other protozoal diseases in ATC,4
P01AX01,chiniofon,5
P01AX02,emetine,5
P01AX04,phanquinone,5
P01AX05,mepacrine,5
P01AX06,atovaquone,5
P01AX07,trimetrexate,5
P01AX08,tenonitrozole,5
P01AX09,dehydroemetine,5
P01AX10,fumagillin,5
P01AX11,nitazoxanide,5
P01AX52,"emetine, combinations",5
P01B,ANTIMALARIALS,3
P01BA,Aminoquinoline antimalarials,4
P01BA01,chloroquine,5
P01BA02,hydroxychloroquine,5
P01BA03,primaquine,5
P01BA06,amodiaquine,5
P01BA07,tafenoquine,5
P01BB,biguanide antimalarials,4
P01BB01,proguanil,5
P01BB02,cycloguanil embonate,5
P01BB51,proguanil and atovaquone,5
P01BB52,chloroquine and proguanil,5
P01BC,"Methanolquinolines, antimalarial",4
P01BC01,quinine,5
P01BC02,mefloquine,5
P01BD,"Diaminopyrimidines, antimalarials",4
P01BD01,pyrimethamine,5
P01BD51,"pyrimethamine, combinations",5
P01BE,"Artemisinin and derivatives, plain",4
P01BE01,artemisinin,5
P01BE02,artemether,5
P01BE03,artesunate,5
P01BE04,artemotil,5
P01BE05,artenimol,5
P01BF,"Artemisinin and derivatives, combinations",4
P01BF01,artemether and lumefantrine,5
P01BF02,artesunate and mefloquine,5
P01BF03,artesunate and amodiaquine,5
P01BF04,"artesunate, sulfalene and pyrimethamine",5
P01BF05,artenimol and piperaquine,5
P01BF06,artesunate and pyronaridine,5
P01BF07,artemisinin and piperaquine,5
P01BF08,artemisinin and naphthoquine,5
P01BF09,"artesunate, sulfadoxine and pyrimethamine",5
P01BX,Other antimalarials in ATC,4
P01BX01,halofantrine,5
P01BX02,arterolane and piperaquine,5
P01C,AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS,3
P01CA,"Nitroimidazole derivatives, antiprotozoal agents against leishmaniasis and trypanosomiasis",4
P01CA02,benznidazole,5
P01CA03,fexinidazole,5
P01CB,Antimony compounds for treatment of leishmaniasis and trypanosomiasis,4
P01CB01,meglumine antimonate,5
P01CB02,sodium stibogluconate,5
P01CC,"Nitrofuran derivatives, antiprotozoal drugs",4
P01CC01,nifurtimox,5
P01CC02,nitrofural,5
P01CD,"Arsenic compounds, for leishmaniasis and trypanosomiasis",4
P01CD01,melarsoprol,5
P01CD02,acetarsol,5
P01CX,Other agents against leishmaniasis and trypanosomiasis in ATC,4
P01CX01,pentamidine isethionate,5
P01CX02,suramin sodium,5
P01CX03,eflornithine,5
P01CX04,miltefosine,5
P02,ANTHELMINTICS,2
P02B,ANTITREMATODALS,3
P02BA,"Quinoline derivatives and related substances, antitrematodals",4
P02BA01,praziquantel,5
P02BA02,oxamniquine,5
P02BA03,arpraziquantel,5
P02BB,"Organophosphorous compounds, antitrematodals",4
P02BB01,metrifonate,5
P02BX,Other antitrematodal agents in ATC,4
P02BX01,bithionol,5
P02BX02,niridazole,5
P02BX03,stibophen,5
P02BX04,triclabendazole,5
P02C,ANTINEMATODAL AGENTS,3
P02CA,"Benzimidazole derivatives, antinematodal",4
P02CA01,mebendazole,5
P02CA02,tiabendazole,5
P02CA03,albendazole,5
P02CA04,ciclobendazole,5
P02CA05,flubendazole,5
P02CA06,fenbendazole,5
P02CA51,"mebendazole, combinations",5
P02CB,"Piperazine and derivatives, antinematodal agents",4
P02CB01,piperazine,5
P02CB02,diethylcarbamazine,5
P02CC,"Tetrahydropyrimidine derivatives, antinematodal",4
P02CC01,pyrantel,5
P02CC02,oxantel,5
P02CE,"Imidazothiazole derivatives, antinematodal",4
P02CE01,levamisole,5
P02CF,Avermectines,4
P02CF01,ivermectin,5
P02CX,Other antinematodals in ATC,4
P02CX01,pyrvinium,5
P02CX02,bephenium,5
P02CX03,moxidectin,5
P02D,ANTICESTODALS,3
P02DA,Salicylic acid derivative anticestodals,4
P02DA01,niclosamide,5
P02DX,Other anticestodals in ATC,4
P02DX01,desaspidin,5
P02DX02,dichlorophen,5
P03,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",2
P03A,"ECTOPARASITICIDES, INCL. SCABICIDES",3
P03AA,Sulfur containing product ectoparasiticides,4
P03AA01,dixanthogen,5
P03AA02,potassium polysulfide,5
P03AA03,mesulfen,5
P03AA04,disulfiram,5
P03AA05,thiram,5
P03AA54,"disulfiram, combinations",5
P03AB,Chlorine containing product ectoparasiticides,4
P03AB01,clofenotane,5
P03AB02,lindane,5
P03AB51,"clofenotane, combinations",5
P03AC,"Pyrethrines, incl. synthetic compounds, ectoparasiticides, incl. scabicides",4
P03AC01,pyrethrum,5
P03AC02,bioallethrin,5
P03AC03,phenothrin,5
P03AC04,permethrin,5
P03AC51,"pyrethrum, combinations",5
P03AC52,"bioallethrin, combinations",5
P03AC53,"phenothrin, combinations",5
P03AC54,"permethrin, combinations",5
P03AX,"Other ectoparasiticides, incl. scabicides in ATC",4
P03AX01,benzyl benzoate,5
P03AX02,copper oleinate,5
P03AX03,malathion,5
P03AX04,quassia,5
P03AX05,dimeticone,5
P03AX06,benzyl alcohol,5
P03AX07,abametapir,5
P03B,INSECTICIDES AND REPELLENTS,3
P03BA,Pyrethrines,4
P03BA01,cyfluthrin,5
P03BA02,cypermethrin,5
P03BA03,decamethrin,5
P03BA04,tetramethrin,5
P03BX,Other insecticides and repellents in ATC,4
P03BX01,diethyltoluamide,5
P03BX02,dimethylphthalate,5
P03BX03,dibutylphthalate,5
P03BX04,dibutylsuccinate,5
P03BX05,dimethylcarbate,5
P03BX06,etohexadiol,5
R,RESPIRATORY SYSTEM DRUGS,1
R01,NASAL PREPARATIONS,2
R01A,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,3
R01AA,"Sympathomimetics, plain",4
R01AA02,cyclopentamine,5
R01AA03,ephedrine,5
R01AA04,phenylephrine,5
R01AA05,oxymetazoline,5
R01AA06,tetryzoline,5
R01AA07,xylometazoline,5
R01AA08,naphazoline,5
R01AA09,tramazoline,5
R01AA10,metizoline,5
R01AA11,tuaminoheptane,5
R01AA12,fenoxazoline,5
R01AA13,tymazoline,5
R01AA14,epinephrine,5
R01AA15,indanazoline,5
R01AB,"Sympathomimetics, combinations excl. corticosteroids",4
R01AB01,phenylephrine,5
R01AB02,naphazoline,5
R01AB03,tetryzoline,5
R01AB05,ephedrine,5
R01AB06,xylometazoline,5
R01AB07,oxymetazoline,5
R01AB08,tuaminoheptane,5
R01AC,"Antiallergic nasal preparations for topical use, excl. corticosteroids",4
R01AC01,cromoglicic acid,5
R01AC02,levocabastine,5
R01AC03,azelastine,5
R01AC04,antazoline,5
R01AC05,spaglumic acid,5
R01AC06,thonzylamine,5
R01AC07,nedocromil,5
R01AC08,olopatadine,5
R01AC51,"cromoglicic acid, combinations",5
R01AD,Corticosteroid nasal preparations for topical use,4
R01AD01,beclometasone,5
R01AD02,prednisolone,5
R01AD03,dexamethasone,5
R01AD04,flunisolide,5
R01AD05,budesonide,5
R01AD06,betamethasone,5
R01AD07,tixocortol,5
R01AD08,fluticasone,5
R01AD09,mometasone,5
R01AD11,triamcinolone,5
R01AD12,fluticasone furoate,5
R01AD13,ciclesonide,5
R01AD52,"prednisolone, combinations",5
R01AD53,"dexamethasone, combinations",5
R01AD57,"tixocortol, combinations",5
R01AD58,"fluticasone, combinations",5
R01AD59,"mometasone, combinations",5
R01AD60,"hydrocortisone, combinations",5
R01AX,Other nasal preparations in ATC,4
R01AX01,calcium hexamine thiocyanate,5
R01AX02,retinol,5
R01AX03,ipratropium bromide,5
R01AX05,ritiometan,5
R01AX06,mupirocin,5
R01AX07,hexamidine,5
R01AX08,framycetin,5
R01AX09,hyaluronic acid,5
R01AX10,various other nasal preparations in ATC,5
R01AX30,other nasal preparation combinations in ATC,5
R01B,NASAL DECONGESTANTS FOR SYSTEMIC USE,3
R01BA,Sympathomimetics,4
R01BA01,phenylpropanolamine,5
R01BA02,pseudoephedrine,5
R01BA03,phenylephrine,5
R01BA51,"phenylpropanolamine, combinations",5
R01BA52,"pseudoephedrine, combinations",5
R01BA53,"phenylephrine, combinations",5
R02,THROAT PREPARATIONS,2
R02A,THROAT PREPARATIONS,3
R02AA,Antiseptic throat preparations,4
R02AA01,ambazone,5
R02AA02,dequalinium,5
R02AA03,dichlorobenzyl alcohol,5
R02AA05,chlorhexidine,5
R02AA06,cetylpyridinium,5
R02AA09,benzethonium,5
R02AA10,myristyl-benzalkonium,5
R02AA11,chlorquinaldol,5
R02AA12,hexylresorcinol,5
R02AA13,acriflavinium chloride,5
R02AA14,oxyquinoline,5
R02AA15,povidone-iodine,5
R02AA16,benzalkonium,5
R02AA17,cetrimonium,5
R02AA18,hexamidine,5
R02AA19,phenol,5
R02AA20,various antiseptic throat preparations,5
R02AA21,octenidine,5
R02AB,Antibiotic throat preparations,4
R02AB01,neomycin,5
R02AB02,tyrothricin,5
R02AB03,fusafungine,5
R02AB04,bacitracin,5
R02AB30,gramicidin,5
R02AD,local anesthetic throat preparations,4
R02AD01,benzocaine,5
R02AD02,lidocaine,5
R02AD03,cocaine,5
R02AD04,dyclonine,5
R02AD05,ambroxol,5
R02AX,Other throat preparations in ATC,4
R02AX01,flurbiprofen,5
R02AX02,ibuprofen,5
R02AX03,benzydamine,5
R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,2
R03A,"ADRENERGICS, INHALANTS",3
R03AA,Alpha- and beta-adrenoreceptor agonist inhalants,4
R03AA01,epinephrine,5
R03AB,Non-selective beta-adrenoreceptor agonist inhalants,4
R03AB02,isoprenaline,5
R03AB03,orciprenaline,5
R03AC,Selective beta-2-adrenoreceptor agonist inhalants,4
R03AC02,salbutamol,5
R03AC03,terbutaline,5
R03AC04,fenoterol,5
R03AC05,rimiterol,5
R03AC06,hexoprenaline,5
R03AC07,isoetarine,5
R03AC08,pirbuterol,5
R03AC09,tretoquinol,5
R03AC10,carbuterol,5
R03AC11,tulobuterol,5
R03AC12,salmeterol,5
R03AC13,formoterol,5
R03AC14,clenbuterol,5
R03AC15,reproterol,5
R03AC16,procaterol,5
R03AC17,bitolterol,5
R03AC18,indacaterol,5
R03AC19,olodaterol,5
R03AH,Combinations of adrenergics,4
R03AK,"Adrenergics inhalants in combination with corticosteroids or other drugs, excl. anticholinergics",4
R03AK01,epinephrine and other drugs for obstructive airway diseases,5
R03AK02,isoprenaline and other drugs for obstructive airway diseases,5
R03AK04,salbutamol and sodium cromoglicate,5
R03AK05,reproterol and sodium cromoglicate,5
R03AK06,salmeterol and fluticasone,5
R03AK07,formoterol and budesonide,5
R03AK08,formoterol and beclometasone,5
R03AK09,formoterol and mometasone,5
R03AK10,vilanterol and fluticasone furoate,5
R03AK11,formoterol and fluticasone,5
R03AK12,salmeterol and budesonide,5
R03AK13,salbutamol and beclometasone,5
R03AK14,indacaterol and mometasone,5
R03AK15,salbutamol and budesonide,5
R03AL,Adrenergics in combination with anticholinergics incl. triple combinations with corticosteroids,4
R03AL01,fenoterol and ipratropium bromide,5
R03AL02,salbutamol and ipratropium bromide,5
R03AL03,vilanterol and umeclidinium bromide,5
R03AL04,indacaterol and glycopyrronium bromide,5
R03AL05,formoterol and aclidinium bromide,5
R03AL06,olodaterol and tiotropium bromide,5
R03AL07,formoterol and glycopyrronium bromide,5
R03AL08,"vilanterol, umeclidinium bromide and fluticasone furoate",5
R03AL09,"formoterol, glycopyrronium bromide and beclometasone",5
R03AL10,formoterol and tiotropium bromide,5
R03AL11,"formoterol, glycopyrronium bromide and budesonide",5
R03AL12,"indacaterol, glycopyrronium bromide and mometasone",5
R03B,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS in ATC",3
R03BA,Glucocorticoid inhalants for obstructive airway disease,4
R03BA01,beclometasone,5
R03BA02,budesonide,5
R03BA03,flunisolide,5
R03BA04,betamethasone,5
R03BA05,fluticasone,5
R03BA06,triamcinolone,5
R03BA07,mometasone,5
R03BA08,ciclesonide,5
R03BA09,fluticasone furoate,5
R03BB,Anticholinergics inhalants for obstructive airway diseases,4
R03BB01,ipratropium bromide,5
R03BB02,oxitropium bromide,5
R03BB03,stramoni preparations,5
R03BB04,tiotropium bromide,5
R03BB05,aclidinium bromide,5
R03BB06,glycopyrronium bromide,5
R03BB07,umeclidinium bromide,5
R03BB08,revefenacin,5
R03BB54,"tiotropium bromide, combinations",5
R03BC,"Antiallergic inhalants for obstructive airway diseases, excl. corticosteroids",4
R03BC01,cromoglicic acid,5
R03BC03,nedocromil,5
R03BX,"Other drugs for obstructive airway diseases, inhalants in ATC",4
R03BX01,fenspiride,5
R03C,ADRENERGICS FOR SYSTEMIC USE,3
R03CA,"Alpha- and beta-adrenoreceptor agonist, systemic drugs",4
R03CA02,ephedrine,5
R03CB,Non-selective beta-adrenoreceptor agonists for systemic use,4
R03CB01,isoprenaline,5
R03CB02,methoxyphenamine,5
R03CB03,orciprenaline,5
R03CB51,"isoprenaline, combinations",5
R03CB53,"orciprenaline, combinations",5
R03CC,"Selective beta-2-adrenoreceptor agonists, systemic",4
R03CC02,salbutamol,5
R03CC03,terbutaline,5
R03CC04,fenoterol,5
R03CC05,hexoprenaline,5
R03CC06,isoetarine,5
R03CC07,pirbuterol,5
R03CC08,procaterol,5
R03CC09,tretoquinol,5
R03CC10,carbuterol,5
R03CC11,tulobuterol,5
R03CC12,bambuterol,5
R03CC13,clenbuterol,5
R03CC14,reproterol,5
R03CC15,formoterol,5
R03CC53,"terbutaline, combinations",5
R03CC63,clenbuterol and ambroxol,5
R03CK,Adrenergics systemic drugs and other drugs for obstructive airway diseases,4
R03D,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES in ATC,3
R03DA,"Xanthines, systemic for obstructive airway disease",4
R03DA01,diprophylline,5
R03DA02,choline theophyllinate,5
R03DA03,proxyphylline,5
R03DA04,theophylline,5
R03DA05,aminophylline,5
R03DA06,etamiphylline,5
R03DA07,theobromine,5
R03DA08,bamifylline,5
R03DA09,acefylline piperazine,5
R03DA10,bufylline,5
R03DA11,doxofylline,5
R03DA12,mepyramine theophyllinacetate,5
R03DA20,combinations of xanthines,5
R03DA51,"diprophylline, combinations",5
R03DA54,"theophylline, combinations excl. psycholeptics",5
R03DA55,"aminophylline, combinations",5
R03DA57,"theobromine, combinations",5
R03DA74,"theophylline, combinations with psycholeptics",5
R03DB,Xanthines and adrenergics,4
R03DB01,diprophylline and adrenergics,5
R03DB02,choline theophyllinate and adrenergics,5
R03DB03,proxyphylline and adrenergics,5
R03DB04,theophylline and adrenergics,5
R03DB05,aminophylline and adrenergics,5
R03DB06,etamiphylline and adrenergics,5
R03DC,Leukotriene receptor antagonists for obstructive airway diseases,4
R03DC01,zafirlukast,5
R03DC02,pranlukast,5
R03DC03,montelukast,5
R03DC04,ibudilast,5
R03DC53,"montelukast, combinations",5
R03DX,Other systemic drugs for obstructive airway diseases in ATC,4
R03DX01,amlexanox,5
R03DX02,eprozinol,5
R03DX03,fenspiride,5
R03DX05,omalizumab,5
R03DX06,seratrodast,5
R03DX07,roflumilast,5
R03DX08,reslizumab,5
R03DX09,mepolizumab,5
R03DX10,benralizumab,5
R03DX11,tezepelumab,5
R05,COUGH AND COLD PREPARATIONS,2
R05C,"EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS",3
R05CA,Expectorants,4
R05CA01,tyloxapol,5
R05CA02,potassium iodide,5
R05CA03,guaifenesin,5
R05CA04,ipecacuanha,5
R05CA05,altheae radix,5
R05CA06,senega,5
R05CA07,antimony pentasulfide,5
R05CA08,creosote,5
R05CA09,guaiacolsulfonate,5
R05CA10,expectorant combinations excluding combinations with cough suppressants,5
R05CA11,levoverbenone,5
R05CA12,Hederae helicis folium,5
R05CA13,cineole,5
R05CB,Mucolytics,4
R05CB01,acetylcysteine,5
R05CB02,bromhexine,5
R05CB03,carbocisteine,5
R05CB04,eprazinone,5
R05CB05,mesna,5
R05CB06,ambroxol,5
R05CB07,sobrerol,5
R05CB08,domiodol,5
R05CB09,letosteine,5
R05CB10,"expectorant combinations, excl. combinations with cough suppressants",5
R05CB11,stepronin,5
R05CB13,dornase alfa (desoxyribonuclease),5
R05CB14,neltenexine,5
R05CB15,erdosteine,5
R05CB16,mannitol,5
R05D,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",3
R05DA,"Opium alkaloids and derivatives, cough suppressants",4
R05DA01,ethylmorphine,5
R05DA03,hydrocodone,5
R05DA04,codeine,5
R05DA05,opium alkaloids with morphine,5
R05DA06,normethadone,5
R05DA07,noscapine,5
R05DA08,pholcodine,5
R05DA09,dextromethorphan,5
R05DA10,thebacon,5
R05DA11,dimemorfan,5
R05DA12,acetyldihydrocodeine,5
R05DA20,opium alkaloids and derivative combination cough suppressants,5
R05DB,Other cough suppressants in ATC,4
R05DB01,benzonatate,5
R05DB02,benproperine,5
R05DB03,clobutinol,5
R05DB04,isoaminile,5
R05DB05,pentoxyverine,5
R05DB07,oxolamine,5
R05DB09,oxeladin,5
R05DB10,clofedanol,5
R05DB11,pipazetate,5
R05DB12,bibenzonium bromide,5
R05DB13,butamirate,5
R05DB14,fedrilate,5
R05DB15,zipeprol,5
R05DB16,dibunate,5
R05DB17,droxypropine,5
R05DB18,prenoxdiazine,5
R05DB19,dropropizine,5
R05DB20,other cough suppressant combinations in ATC,5
R05DB21,cloperastine,5
R05DB22,meprotixol,5
R05DB23,piperidione,5
R05DB24,tipepidine,5
R05DB25,morclofone,5
R05DB26,nepinalone,5
R05DB27,levodropropizine,5
R05DB28,dimethoxanate,5
R05DB29,gefapixant,5
R05F,"COUGH SUPPRESSANTS AND EXPECTORANTS, COMBINATIONS",3
R05FA,Opium derivatives and expectorants,4
R05FA01,opium derivatives and mucolytics,5
R05FA02,opium derivatives and expectorants,5
R05FB,Other cough suppressants and expectorants in ATC,4
R05FB01,cough suppressants and mucolytics,5
R05FB02,cough suppressants and expectorants,5
R05X,OTHER COLD PREPARATIONS in ATC,3
R06,ANTIHISTAMINES FOR SYSTEMIC USE,2
R06A,ANTIHISTAMINES FOR SYSTEMIC USE,3
R06AA,"Aminoalkyl ethers, systemic antihistamines",4
R06AA01,bromazine,5
R06AA02,diphenhydramine,5
R06AA04,clemastine,5
R06AA06,chlorphenoxamine,5
R06AA07,diphenylpyraline,5
R06AA08,carbinoxamine,5
R06AA09,doxylamine,5
R06AA10,trimethobenzamide,5
R06AA11,dimenhydrinate,5
R06AA52,"diphenhydramine, combinations",5
R06AA54,"clemastine, combinations",5
R06AA56,"chlorphenoxamine, combinations",5
R06AA57,"diphenylpyraline, combinations",5
R06AA59,"doxylamine, combinations",5
R06AA61,"dimenhydrinate, combinations",5
R06AB,"Substituted alkylamines, systemic antihistamines",4
R06AB01,brompheniramine,5
R06AB02,dexchlorpheniramine,5
R06AB03,dimetindene,5
R06AB04,chlorphenamine,5
R06AB05,pheniramine,5
R06AB06,dexbrompheniramine,5
R06AB07,talastine,5
R06AB51,"brompheniramine, combinations",5
R06AB52,"dexchlorpheniramine, combinations",5
R06AB54,"chlorphenamine, combinations",5
R06AB56,"dexbrompheniramine, combinations",5
R06AC,"Substituted ethylene diamines, systemic antihistamines",4
R06AC01,mepyramine,5
R06AC02,histapyrrodine,5
R06AC03,chloropyramine,5
R06AC04,tripelennamine,5
R06AC05,methapyrilene,5
R06AC06,thonzylamine,5
R06AC52,"histapyrrodine, combinations",5
R06AC53,"chloropyramine, combinations",5
R06AD,"Phenothiazine derivatives, systemic antihistamines",4
R06AD01,alimemazine,5
R06AD02,promethazine,5
R06AD03,thiethylperazine,5
R06AD04,methdilazine,5
R06AD05,hydroxyethylpromethazine,5
R06AD06,thiazinam,5
R06AD07,mequitazine,5
R06AD08,oxomemazine,5
R06AD09,isothipendyl,5
R06AD52,"promethazine, combinations",5
R06AD55,"hydroxyethylpromethazine, combinations",5
R06AE,"Piperazine derivatives, systemic antihistamines",4
R06AE01,buclizine,5
R06AE03,cyclizine,5
R06AE04,chlorcyclizine,5
R06AE05,meclozine,5
R06AE06,oxatomide,5
R06AE07,cetirizine,5
R06AE09,levocetirizine,5
R06AE51,"buclizine, combinations",5
R06AE53,"cyclizine, combinations",5
R06AE55,"meclozine, combinations",5
R06AK,Combinations of antihistamines,4
R06AX,Other antihistamines for systemic use in ATC,4
R06AX01,bamipine,5
R06AX02,cyproheptadine,5
R06AX03,thenalidine,5
R06AX04,phenindamine,5
